doi,article_id,article_type,publication_date,oa_is_oa,oa_status,oa_fulltext
10.1126/science.aaz2185,hW3194628734,article,2021-08-19,TRUE,green,TRUE
10.1126/science.aba9584,hW3206502401,article,2021-10-22,TRUE,green,TRUE
10.1126/science.abb3634,hW4283327986,article,2022-06-23,FALSE,closed,FALSE
10.1126/science.abm8127,hW4286488812,article,2022-07-21,FALSE,closed,FALSE
10.1126/science.abq6656,hW4308448193,article,2022-11-03,TRUE,green,TRUE
10.1126/science.adf1206,hW4365445848,article,2023-04-13,FALSE,closed,FALSE
10.1126/science.adg9232,hW4386523179,article,2023-09-07,TRUE,green,TRUE
10.1126/science.adf4915,hW4388936966,article,2023-11-23,TRUE,hybrid,TRUE
10.1126/science.abg1110,hW3113180363,article,2022-01-14,TRUE,green,TRUE
10.1126/science.abj2927,hW3189872831,article,2021-08-12,FALSE,closed,FALSE
10.1126/science.abf5787,hW4200461273,article,2021-12-23,TRUE,green,TRUE
10.1126/science.abg4351,hW4206575698,article,2022-01-20,FALSE,closed,FALSE
10.1126/science.abn4419,hW4308430751,article,2022-11-03,TRUE,green,TRUE
10.1126/science.abg3679,hW4309233024,article,2022-11-17,TRUE,green,TRUE
10.1126/science.abj0211,hW4309362357,article,2022-11-10,TRUE,green,TRUE
10.1126/science.abm8668,hW4310251692,article,2022-11-24,TRUE,green,TRUE
10.1126/science.ade5755,hW4312115129,article,2022-12-22,FALSE,closed,FALSE
10.1126/science.ade3395,hW4313555590,article,2023-01-05,FALSE,closed,FALSE
10.1126/science.adg0059,hW4388214786,article,2023-11-02,FALSE,closed,FALSE
10.1126/science.adj0343,hW4398250027,article,2024-05-23,TRUE,green,TRUE
10.1126/science.adq3678,hW4400974597,review,2024-07-25,FALSE,closed,FALSE
10.1126/science.abf5539,hW3095489370,article,2021-04-22,TRUE,green,TRUE
10.1126/science.abd4359,hW3121178421,article,2021-01-21,TRUE,green,TRUE
10.1126/science.abh2634,hW3129468607,article,2021-06-17,TRUE,green,TRUE
10.1126/science.abf7258,hW3129867447,article,2021-02-18,FALSE,closed,FALSE
10.1126/science.abf9232,hW3199687825,article,2021-09-16,TRUE,green,TRUE
10.1126/science.abm3466,hW4200515229,article,2021-12-16,TRUE,green,TRUE
10.1126/science.abj6663,hW4210639901,article,2022-02-24,TRUE,green,TRUE
10.1126/science.abn5637,hW4295088137,article,2022-09-08,FALSE,closed,FALSE
10.1126/science.add9665,hW4310251737,review,2022-11-24,FALSE,closed,FALSE
10.1126/science.add9884,hW4386495297,article,2023-09-07,FALSE,closed,FALSE
10.1126/science.adh1174,hW4387772271,article,2023-10-19,FALSE,closed,FALSE
10.1126/science.adi6620,hW4391215110,article,2024-01-25,FALSE,closed,FALSE
10.1126/science.adi1374,hW4391428296,article,2024-02-01,FALSE,closed,FALSE
10.1126/science.ado0875,hW4400525770,article,2024-07-11,FALSE,closed,FALSE
10.1126/science.abe4713,hW3120355399,article,2021-01-14,FALSE,closed,FALSE
10.1126/science.abb3717,hW3208473318,article,2021-10-28,FALSE,closed,FALSE
10.1126/science.abq7220,hW4281564380,article,2022-05-26,TRUE,green,TRUE
10.1126/science.abc4916,hW4282944333,article,2022-06-09,FALSE,closed,FALSE
10.1126/science.abp8852,hW4293242877,article,2022-08-25,TRUE,hybrid,TRUE
10.1126/science.abo0431,hW4306902095,article,2022-10-20,TRUE,green,TRUE
10.1126/science.abm0646,hW4307412638,article,2022-10-27,FALSE,closed,FALSE
10.1126/science.abn8657,hW4308884038,article,2022-11-10,TRUE,green,TRUE
10.1126/science.abo5503,hW4310777588,article,2022-12-01,FALSE,closed,FALSE
10.1126/science.abm7735,hW4324325712,article,2023-03-15,FALSE,closed,FALSE
10.1126/science.adn5619,hW4393928617,article,2024-04-04,TRUE,green,TRUE
10.1126/science.adk6200,hW4393952033,article,2024-04-04,TRUE,green,TRUE
10.1126/science.adk1679,hW4401211702,article,2024-08-01,TRUE,green,TRUE
10.1126/science.aba5211,hW3154864724,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abg6130,hW3164622592,article,2021-06-03,TRUE,green,TRUE
10.1126/science.abg4696,hW3190721160,article,2021-07-29,TRUE,green,TRUE
10.1126/science.abd4385,hW3194951073,article,2021-08-26,FALSE,closed,FALSE
10.1126/science.abm1317,hW4206629829,article,2022-01-14,FALSE,closed,FALSE
10.1126/science.abm6038,hW4280534378,article,2022-05-12,TRUE,green,TRUE
10.1126/science.abl4353,hW4283717418,article,2022-06-30,FALSE,closed,FALSE
10.1126/science.abo0608,hW4292229930,article,2022-08-18,FALSE,closed,FALSE
10.1126/science.abn4009,hW4312097855,article,2022-12-22,FALSE,closed,FALSE
10.1126/science.abq3178,hW4385515833,article,2023-08-03,TRUE,green,TRUE
10.1126/science.adi6000,hW4388520288,article,2023-11-09,FALSE,closed,FALSE
10.1126/science.ado3867,hW4399848807,article,2024-06-20,TRUE,green,TRUE
10.1126/science.ado4936,hW4401990877,article,2024-08-29,FALSE,closed,FALSE
10.1126/science.abi9727,hW3155177878,article,2021-09-09,TRUE,green,TRUE
10.1126/science.abi7296,hW3177382880,article,2021-06-25,FALSE,closed,FALSE
10.1126/science.abj6749,hW3213852803,article,2021-11-18,TRUE,green,TRUE
10.1126/science.abf0130,hW4200554609,article,2021-12-23,TRUE,green,TRUE
10.1126/science.abg7905,hW4206028086,article,2022-01-14,TRUE,green,TRUE
10.1126/science.abl6571,hW4213414553,article,2022-02-24,TRUE,green,TRUE
10.1126/science.abm5835,hW4220846827,article,2022-02-17,TRUE,hybrid,TRUE
10.1126/science.abm2461,hW4281763513,article,2022-06-02,TRUE,green,TRUE
10.1126/science.abq7641,hW4288448018,article,2022-07-28,TRUE,green,TRUE
10.1126/science.add5064,hW4293242914,article,2022-08-25,TRUE,green,TRUE
10.1126/science.abn9886,hW4306902090,article,2022-10-20,TRUE,green,TRUE
10.1126/science.ade4563,hW4312097796,article,2022-12-22,FALSE,closed,FALSE
10.1126/science.adc9498,hW4362659805,article,2023-04-06,TRUE,green,TRUE
10.1126/science.add7631,hW4367173695,article,2023-04-27,TRUE,green,TRUE
10.1126/science.adf2983,hW4377013882,article,2023-05-18,FALSE,closed,FALSE
10.1126/science.adj1415,hW4391657953,article,2024-02-08,TRUE,green,TRUE
10.1126/science.adj4591,hW4393036026,article,2024-03-21,TRUE,green,TRUE
10.1126/science.abc3483,hW3159166374,article,2021-04-29,FALSE,closed,FALSE
10.1126/science.abf3067,hW3204152948,article,2021-09-30,TRUE,green,TRUE
10.1126/science.abb4149,hW3206133555,article,2021-10-21,TRUE,green,TRUE
10.1126/science.abk0058,hW3212740824,article,2021-11-18,TRUE,green,TRUE
10.1126/science.abl6251,hW3215800873,article,2022-01-21,TRUE,hybrid,TRUE
10.1126/science.abk2177,hW4210512984,article,2022-01-27,FALSE,closed,FALSE
10.1126/science.abm5176,hW4229044023,article,2022-05-05,TRUE,green,TRUE
10.1126/science.abl8280,hW4281726159,article,2022-06-09,TRUE,bronze,FALSE
10.1126/science.abo3923,hW4292854552,article,2022-08-19,FALSE,closed,FALSE
10.1126/science.abn0340,hW4294042827,article,2022-09-01,TRUE,green,TRUE
10.1126/science.abq5769,hW4309233013,article,2022-11-17,FALSE,closed,FALSE
10.1126/science.adf1622,hW4319812171,article,2023-02-10,TRUE,green,TRUE
10.1126/science.adh8874,hW4390590963,article,2024-01-04,TRUE,green,TRUE
10.1126/science.adk1281,hW4391215118,article,2024-01-25,FALSE,closed,FALSE
10.1126/science.adh2616,hW4391428429,review,2024-02-01,TRUE,green,TRUE
10.1126/science.adq6245,hW4403092114,article,2024-10-03,FALSE,closed,FALSE
10.1126/science.adq3003,hW4404125088,article,2024-11-07,TRUE,hybrid,TRUE
10.1126/science.abg3904,hW3153777194,article,2021-04-22,FALSE,closed,FALSE
10.1126/science.abf6202,hW3181720537,article,2021-07-09,FALSE,closed,FALSE
10.1126/science.abj7782,hW3206400046,article,2021-10-15,FALSE,closed,FALSE
10.1126/science.abm1680,hW3209599568,letter,2021-10-28,TRUE,green,TRUE
10.1126/science.abn9422,hW4210629402,letter,2022-02-03,FALSE,closed,FALSE
10.1126/science.abl4266,hW4220739177,article,2022-03-24,TRUE,green,TRUE
10.1126/science.abm4774,hW4229017562,article,2022-05-05,TRUE,green,TRUE
10.1126/science.abq0516,hW4293298244,article,2022-08-11,FALSE,closed,FALSE
10.1126/science.abn4409,hW4378976243,article,2023-06-01,FALSE,closed,FALSE
10.1126/science.adf8984,hW4390734215,article,2024-01-11,TRUE,hybrid,TRUE
10.1126/science.adj0116,hW4395447546,article,2024-04-25,TRUE,green,TRUE
10.1126/science.abh1645,hW3201423224,review,2021-09-23,FALSE,closed,FALSE
10.1126/science.abi8358,hW3210495999,article,2021-11-04,TRUE,green,TRUE
10.1126/science.abi6308,hW4206764450,review,2022-01-20,FALSE,closed,FALSE
10.1126/science.abo4089,hW4220667493,article,2022-03-10,TRUE,green,TRUE
10.1126/science.abi6378,hW4225006761,article,2022-04-28,FALSE,closed,FALSE
10.1126/science.abm9735,hW4289793654,article,2022-08-04,TRUE,green,TRUE
10.1126/science.abq4515,hW4294042844,article,2022-09-01,TRUE,green,TRUE
10.1126/science.abn9884,hW4306895319,article,2022-10-20,TRUE,green,TRUE
10.1126/science.abq7157,hW4307412748,article,2022-10-27,TRUE,green,TRUE
10.1126/science.abo6997,hW4309232846,article,2022-11-17,FALSE,closed,FALSE
10.1126/science.adf3971,hW4311601716,article,2022-12-15,TRUE,green,TRUE
10.1126/science.adf6400,hW4315709953,article,2023-01-12,TRUE,green,TRUE
10.1126/science.abq4257,hW4319825862,article,2023-02-10,TRUE,green,TRUE
10.1126/science.abm7993,hW4367173587,article,2023-04-27,TRUE,hybrid,TRUE
10.1126/science.adf6177,hW4377013954,article,2023-05-18,TRUE,green,TRUE
10.1126/science.ade0850,hW4381613065,review,2023-06-22,TRUE,green,TRUE
10.1126/science.add6696,hW4385298392,article,2023-07-27,TRUE,green,TRUE
10.1126/science.adg7731,hW4385930396,article,2023-08-17,TRUE,hybrid,TRUE
10.1126/science.adi5032,hW4387951822,article,2023-10-26,TRUE,green,TRUE
10.1126/science.adi5009,hW4391428180,article,2024-02-01,FALSE,closed,FALSE
10.1126/science.adk8838,hW4392544685,article,2024-03-07,FALSE,closed,FALSE
10.1126/science.adi7877,hW4393951973,article,2024-04-04,FALSE,closed,FALSE
10.1126/science.adn6812,hW4399394491,article,2024-06-06,FALSE,closed,FALSE
10.1126/science.371.6527.329,hW3125442083,article,2021-01-21,FALSE,closed,FALSE
10.1126/science.abg8467,hW3171400784,article,2021-06-10,TRUE,green,TRUE
10.1126/science.abg8790,hW3174410274,article,2021-07-01,FALSE,closed,FALSE
10.1126/science.abl7207,hW4309263956,article,2022-11-17,TRUE,green,TRUE
10.1126/science.abo7293,hW4311887677,article,2022-12-08,TRUE,green,TRUE
10.1126/science.ade5313,hW4366507125,article,2023-04-20,FALSE,closed,FALSE
10.1126/science.adg9829,hW4367173632,article,2023-04-27,TRUE,green,TRUE
10.1126/science.adh8753,hW4384924794,article,2023-07-20,FALSE,closed,FALSE
10.1126/science.abq6872,hW4389160695,article,2023-11-30,TRUE,green,TRUE
10.1126/science.adi7812,hW4389165711,article,2023-11-30,FALSE,closed,FALSE
10.1126/science.adh9932,hW4393036043,article,2024-03-21,FALSE,closed,FALSE
10.1126/science.adn2600,hW4405056439,article,2024-12-05,FALSE,closed,FALSE
10.1126/science.abe7500,hW3166089476,article,2021-06-10,TRUE,green,TRUE
10.1126/science.abi5965,hW4210998457,article,2022-02-10,TRUE,green,TRUE
10.1126/science.abn0567,hW4220899516,article,2022-03-10,TRUE,green,TRUE
10.1126/science.abm9609,hW4221133033,article,2022-03-24,FALSE,closed,FALSE
10.1126/science.abm5874,hW4306247926,review,2022-10-13,TRUE,green,TRUE
10.1126/science.abq7361,hW4309233026,article,2022-11-17,FALSE,closed,FALSE
10.1126/science.ade8190,hW4317438753,article,2023-01-19,FALSE,closed,FALSE
10.1126/science.adf6369,hW4365445794,article,2023-04-13,TRUE,green,TRUE
10.1126/science.adh9925,hW4387128694,article,2023-09-28,TRUE,green,TRUE
10.1126/science.abo4297,hW4388214889,article,2023-11-02,TRUE,green,TRUE
10.1126/science.adh8342,hW4390590900,article,2024-01-04,TRUE,green,TRUE
10.1126/science.adl6173,hW4400525782,article,2024-07-11,TRUE,green,TRUE
10.1126/science.adj7249,hW4402474839,article,2024-09-12,TRUE,hybrid,TRUE
10.1126/science.adn1749,hW4403479861,article,2024-10-17,FALSE,closed,FALSE
10.1126/science.abd2847,hW3084599555,article,2021-01-14,TRUE,green,TRUE
10.1126/science.abe9869,hW3095165238,article,2021-04-01,TRUE,green,TRUE
10.1126/science.abc3734,hW3201286031,article,2021-09-16,FALSE,closed,FALSE
10.1126/science.abm6571,hW3212129494,article,2022-09-08,TRUE,green,TRUE
10.1126/science.abq7860,hW4302425342,article,2022-10-06,TRUE,green,TRUE
10.1126/science.abq7871,hW4307412666,article,2022-10-27,TRUE,green,TRUE
10.1126/science.abm8797,hW4308445192,article,2022-11-03,TRUE,green,TRUE
10.1126/science.ade7656,hW4309232901,review,2022-11-17,FALSE,closed,FALSE
10.1126/science.adg3812,hW4377013924,article,2023-05-18,TRUE,green,TRUE
10.1126/science.adg8715,hW4379792330,article,2023-06-08,TRUE,green,TRUE
10.1126/science.adg4270,hW4386917548,article,2023-09-21,TRUE,green,TRUE
10.1126/science.adg3177,hW4388726233,article,2023-11-16,FALSE,closed,FALSE
10.1126/science.adi7401,hW4388726659,article,2023-11-16,FALSE,closed,FALSE
10.1126/science.adg3005,hW4390967745,article,2024-01-18,TRUE,green,TRUE
10.1126/science.adk5864,hW4395447845,article,2024-04-25,FALSE,closed,FALSE
10.1126/science.abc0256,hW3137231908,article,2021-03-25,TRUE,green,TRUE
10.1126/science.aba4220,hW3160394054,article,2021-05-13,TRUE,green,TRUE
10.1126/science.372.6544.780,hW3161936024,article,2021-05-21,FALSE,closed,FALSE
10.1126/science.abg5953,hW3195396924,article,2021-08-19,FALSE,closed,FALSE
10.1126/science.abd4453,hW3204888812,article,2021-10-08,TRUE,green,TRUE
10.1126/science.abj8430,hW3205031126,article,2021-10-15,TRUE,green,TRUE
10.1126/science.abg2804,hW3210818934,article,2021-10-28,FALSE,closed,FALSE
10.1126/science.abh4272,hW4200562435,article,2021-12-16,TRUE,green,TRUE
10.1126/science.add5966,hW4283330650,article,2022-06-23,FALSE,closed,FALSE
10.1126/science.abo3191,hW4298089163,article,2022-09-29,TRUE,green,TRUE
10.1126/science.ade9434,hW4315928769,article,2023-01-12,TRUE,green,TRUE
10.1126/science.abg2482,hW4327550240,article,2023-03-16,FALSE,closed,FALSE
10.1126/science.abn7229,hW4327550299,article,2023-03-16,TRUE,green,TRUE
10.1126/science.add7150,hW4362470683,article,2023-03-31,TRUE,green,TRUE
10.1126/science.adh8190,hW4385929131,article,2023-08-17,FALSE,closed,FALSE
10.1126/science.add7417,hW4388215070,article,2023-11-02,TRUE,green,TRUE
10.1126/science.adk0957,hW4392544616,article,2024-03-07,FALSE,closed,FALSE
10.1126/science.adf3708,hW4396759824,article,2024-05-09,TRUE,green,TRUE
10.1126/science.adl5549,hW4396977870,article,2024-05-16,TRUE,green,TRUE
10.1126/science.adk8464,hW4400974449,article,2024-07-25,TRUE,green,TRUE
10.1126/science.abd2893,hW3185502576,article,2021-07-29,TRUE,green,TRUE
10.1126/science.abn2688,hW4210984741,article,2022-03-03,TRUE,hybrid,TRUE
10.1126/science.abf7470,hW4211020444,article,2022-02-10,TRUE,bronze,FALSE
10.1126/science.abl5981,hW4220679383,article,2022-01-06,TRUE,green,TRUE
10.1126/science.abn9124,hW4280624259,article,2022-05-12,FALSE,closed,FALSE
10.1126/science.abq5011,hW4296800245,article,2022-09-22,FALSE,closed,FALSE
10.1126/science.abo5044,hW4365445780,article,2023-04-13,FALSE,closed,FALSE
10.1126/science.abn6366,hW4384923659,article,2023-07-20,TRUE,green,TRUE
10.1126/science.adf9621,hW4392028182,article,2024-02-22,FALSE,closed,FALSE
10.1126/science.adg4320,hW4393035403,article,2024-03-21,TRUE,green,TRUE
10.1126/science.abo7027,hW4393928643,article,2024-04-04,FALSE,closed,FALSE
10.1126/science.adh3707,hW4398250103,article,2024-05-23,TRUE,gold,TRUE
10.1126/science.abc6363,hW3095066517,article,2021-04-15,TRUE,green,TRUE
10.1126/science.abf8424,hW3157746729,article,2021-05-06,TRUE,green,TRUE
10.1126/science.abg1774,hW3165811727,article,2021-06-03,TRUE,green,TRUE
10.1126/science.abi8870,hW3193519333,article,2021-08-19,TRUE,green,TRUE
10.1126/science.abk2055,hW3210456590,article,2021-11-04,TRUE,green,TRUE
10.1126/science.abl8568,hW3211833248,article,2021-11-11,TRUE,green,TRUE
10.1126/science.abm4917,hW4289793668,article,2022-08-04,TRUE,green,TRUE
10.1126/science.abm8767,hW4294073636,article,2022-09-01,TRUE,green,TRUE
10.1126/science.ade7521,hW4323812768,article,2023-03-10,FALSE,closed,FALSE
10.1126/science.adf0805,hW4387595301,article,2023-10-12,TRUE,green,TRUE
10.1126/science.adk5097,hW4390734212,article,2024-01-11,TRUE,green,TRUE
10.1126/science.adl3092,hW4391839140,article,2024-02-15,FALSE,closed,FALSE
10.1126/science.adk1291,hW4392282691,article,2024-02-29,TRUE,green,TRUE
10.1126/science.adj8791,hW4400079881,article,2024-06-27,FALSE,closed,FALSE
10.1126/science.adm8762,hW4400314227,article,2024-07-04,FALSE,closed,FALSE
10.1126/science.adq0336,hW4403510092,article,2024-10-17,TRUE,bronze,FALSE
10.1126/science.abi6671,hW3174273664,article,2021-07-01,TRUE,green,TRUE
10.1126/science.abi7609,hW3177861945,article,2021-07-09,TRUE,green,TRUE
10.1126/science.abc3534,hW3197827479,article,2021-09-09,TRUE,green,TRUE
10.1126/science.abn2479,hW4225001820,article,2022-04-28,TRUE,green,TRUE
10.1126/science.abj7662,hW4225995085,article,2022-01-20,TRUE,green,TRUE
10.1126/science.abo3851,hW4282959256,article,2022-06-16,TRUE,green,TRUE
10.1126/science.abo4837,hW4296793417,article,2022-09-22,TRUE,green,TRUE
10.1126/science.abp8819,hW4315928300,article,2023-01-12,FALSE,closed,FALSE
10.1126/science.adg9714,hW4323812846,letter,2023-03-10,FALSE,closed,FALSE
10.1126/science.abn1366,hW4362506504,article,2023-03-31,TRUE,green,TRUE
10.1126/science.adf0566,hW4366482862,article,2023-04-20,TRUE,green,TRUE
10.1126/science.adg9500,hW4382520353,article,2023-06-29,FALSE,closed,FALSE
10.1126/science.adf8009,hW4384921894,article,2023-07-20,TRUE,green,TRUE
10.1126/science.adh2404,hW4386523860,article,2023-09-07,FALSE,closed,FALSE
10.1126/science.adk9880,hW4392544774,article,2024-03-07,FALSE,closed,FALSE
10.1126/science.adl0834,hW4393035357,article,2024-03-21,FALSE,closed,FALSE
10.1126/science.adm8902,hW4396779932,article,2024-05-09,FALSE,closed,FALSE
10.1126/science.adk0850,hW4399380870,article,2024-06-06,TRUE,green,TRUE
10.1126/science.adk6129,hW4400314304,article,2024-07-04,FALSE,closed,FALSE
10.1126/science.adl4492,hW4403294547,article,2024-10-10,TRUE,green,TRUE
10.1126/science.adn8105,hW4403925099,article,2024-10-31,TRUE,green,TRUE
10.1126/science.adj7615,hW4404809214,article,2024-11-28,TRUE,green,TRUE
10.1126/science.adq5577,hW4404809486,article,2024-11-28,FALSE,closed,FALSE
10.1126/science.abb4928,hW3119897549,article,2021-01-14,FALSE,closed,FALSE
10.1126/science.abf5972,hW3129903208,article,2021-02-19,TRUE,green,TRUE
10.1126/science.abe9680,hW3161630148,article,2021-05-20,TRUE,green,TRUE
10.1126/science.abl7854,hW3208759153,article,2021-11-04,TRUE,green,TRUE
10.1126/science.abn6020,hW4225121910,article,2022-04-28,TRUE,green,TRUE
10.1126/science.abn9515,hW4281665766,article,2022-06-02,FALSE,closed,FALSE
10.1126/science.ade0705,hW4382520369,article,2023-06-29,FALSE,closed,FALSE
10.1126/science.adi3038,hW4386531227,article,2023-09-08,TRUE,hybrid,TRUE
10.1126/science.adh8489,hW4387951852,review,2023-10-26,TRUE,green,TRUE
10.1126/science.adk2312,hW4390591020,article,2024-01-04,TRUE,green,TRUE
10.1126/science.adl4015,hW4394728090,review,2024-04-11,FALSE,closed,FALSE
10.1126/science.adp7832,hW4400974398,review,2024-07-25,FALSE,closed,FALSE
10.1126/science.ado7010,hW4401414657,article,2024-08-08,TRUE,green,TRUE
10.1126/science.abd9836,hW3119668853,article,2021-01-14,TRUE,green,TRUE
10.1126/science.abe0981,hW3138044249,article,2021-03-18,TRUE,green,TRUE
10.1126/science.abm0730,hW4210998775,article,2022-03-03,FALSE,closed,FALSE
10.1126/science.abj5170,hW4221089546,article,2022-03-10,FALSE,closed,FALSE
10.1126/science.abo6547,hW4280552264,letter,2022-05-12,FALSE,closed,FALSE
10.1126/science.abj2674,hW4289793704,article,2022-08-04,FALSE,closed,FALSE
10.1126/science.add9294,hW4311551615,article,2022-12-15,TRUE,green,TRUE
10.1126/science.abm1962,hW4378977533,article,2023-06-01,FALSE,closed,FALSE
10.1126/science.ade4884,hW4380763169,article,2023-06-15,TRUE,green,TRUE
10.1126/science.adh3856,hW4387568586,article,2023-10-12,TRUE,green,TRUE
10.1126/science.adk4234,hW4390733963,article,2024-01-11,TRUE,green,TRUE
10.1126/science.ado0431,hW4394727953,article,2024-04-11,TRUE,green,TRUE
10.1126/science.adp3506,hW4401211141,article,2024-08-01,FALSE,closed,FALSE
10.1126/science.adp3299,hW4401606944,article,2024-08-15,FALSE,closed,FALSE
10.1126/science.adm7442,hW4404809229,review,2024-11-28,FALSE,closed,FALSE
10.1126/science.abd7645,hW3135663016,article,2021-03-05,TRUE,green,TRUE
10.1126/science.abg4924,hW3155207121,article,2021-04-22,FALSE,closed,FALSE
10.1126/science.abm4465,hW4295079382,article,2022-09-08,FALSE,closed,FALSE
10.1126/science.add7450,hW4308430559,article,2022-11-03,TRUE,hybrid,TRUE
10.1126/science.abq1288,hW4376129011,article,2023-05-11,FALSE,closed,FALSE
10.1126/science.adh9429,hW4384155299,article,2023-07-13,FALSE,closed,FALSE
10.1126/science.adh8285,hW4387951845,review,2023-10-26,FALSE,closed,FALSE
10.1126/science.adh3712,hW4393036132,article,2024-03-21,TRUE,green,TRUE
10.1126/science.ado1782,hW4404577928,article,2024-11-21,TRUE,green,TRUE
10.1126/science.abd6775,hW3158648365,article,2021-04-29,FALSE,closed,FALSE
10.1126/science.abc7531,hW3162971530,article,2021-05-13,TRUE,green,TRUE
10.1126/science.abg8223,hW3164293404,article,2021-05-27,FALSE,closed,FALSE
10.1126/science.abi8532,hW3211302022,article,2021-11-04,TRUE,green,TRUE
10.1126/science.abg6116,hW4200463315,article,2021-12-23,FALSE,closed,FALSE
10.1126/science.ada0536,hW4210778209,article,2022-01-27,FALSE,closed,FALSE
10.1126/science.abn5648,hW4295082316,article,2022-09-08,TRUE,green,TRUE
10.1126/science.ade5110,hW4318960856,article,2023-02-02,FALSE,closed,FALSE
10.1126/science.abn2253,hW4367173671,article,2023-04-27,TRUE,green,TRUE
10.1126/science.adf3974,hW4385726826,article,2023-08-10,TRUE,green,TRUE
10.1126/science.adf3786,hW4387568524,article,2023-10-12,TRUE,green,TRUE
10.1126/science.abp9201,hW4388214906,article,2023-11-02,TRUE,hybrid,TRUE
10.1126/science.adi9926,hW4390046099,article,2023-12-21,TRUE,hybrid,TRUE
10.1126/science.adj9223,hW4392796828,article,2024-03-14,TRUE,green,TRUE
10.1126/science.abq7248,hW4403092122,review,2024-10-03,TRUE,green,TRUE
10.1126/science.abg0492,hW3157106920,article,2021-04-29,FALSE,closed,FALSE
10.1126/science.abi8976,hW3183749267,article,2021-08-12,TRUE,green,TRUE
10.1126/science.abj8944,hW4205782922,article,2022-01-06,FALSE,closed,FALSE
10.1126/science.abc4203,hW4213014503,article,2022-02-17,TRUE,green,TRUE
10.1126/science.abk1688,hW4221083848,article,2022-02-03,TRUE,green,TRUE
10.1126/science.abf8980,hW4283319988,article,2022-06-23,TRUE,green,TRUE
10.1126/science.abn1663,hW4293298340,article,2022-08-11,TRUE,green,TRUE
10.1126/science.ade6155,hW4368347349,article,2023-05-04,FALSE,closed,FALSE
10.1126/science.adh7906,hW4386736800,article,2023-09-14,TRUE,gold,NA
10.1126/science.adg9288,hW4386736884,article,2023-09-14,FALSE,closed,FALSE
10.1126/science.adh8488,hW4387951756,review,2023-10-26,FALSE,closed,FALSE
10.1126/science.abo5095,hW4388936953,article,2023-11-23,TRUE,green,TRUE
10.1126/science.adi8885,hW4389166095,article,2023-11-30,TRUE,green,TRUE
10.1126/science.adk4919,hW4389765658,article,2023-12-14,TRUE,green,TRUE
10.1126/science.adn1011,hW4393279563,article,2024-03-28,TRUE,green,TRUE
10.1126/science.adj7066,hW4398250224,article,2024-05-23,FALSE,closed,FALSE
10.1126/science.adg9982,hW4400974527,article,2024-07-25,TRUE,green,TRUE
10.1126/science.adk5737,hW4403718856,article,2024-10-24,FALSE,closed,FALSE
10.1126/science.aba7408,hW3188286861,article,2021-08-12,TRUE,green,TRUE
10.1126/science.aba4991,hW3191892998,article,2021-08-05,TRUE,green,TRUE
10.1126/science.abg4506,hW4210538498,article,2022-02-03,TRUE,green,TRUE
10.1126/science.abm1891,hW4210700388,article,2022-02-03,TRUE,green,TRUE
10.1126/science.abl4430,hW4220963421,article,2022-03-10,TRUE,green,TRUE
10.1126/science.abl5311,hW4280654322,article,2022-05-19,TRUE,green,TRUE
10.1126/science.abo3503,hW4295083812,article,2022-09-08,TRUE,green,TRUE
10.1126/science.abq5868,hW4305082887,article,2022-10-13,FALSE,closed,FALSE
10.1126/science.abm7525,hW4307410158,article,2022-10-27,TRUE,green,TRUE
10.1126/science.adf5410,hW4310251769,letter,2022-11-24,TRUE,gold,TRUE
10.1126/science.abl4038,hW4319662594,article,2023-02-09,FALSE,closed,FALSE
10.1126/science.adg6812,hW4378194817,article,2023-05-25,TRUE,green,TRUE
10.1126/science.add6492,hW4378194882,article,2023-05-25,TRUE,bronze,TRUE
10.1126/science.adh9978,hW4385727156,article,2023-08-10,FALSE,closed,FALSE
10.1126/science.ade5801,hW4386127047,article,2023-08-24,TRUE,hybrid,TRUE
10.1126/science.adg4155,hW4386917042,article,2023-09-21,TRUE,green,TRUE
10.1126/science.adh9443,hW4387128677,article,2023-09-28,TRUE,green,TRUE
10.1126/science.add8831,hW4388214765,article,2023-11-02,TRUE,hybrid,TRUE
10.1126/science.adg1322,hW4389166211,article,2023-11-30,FALSE,closed,FALSE
10.1126/science.adk4422,hW4392796894,article,2024-03-14,TRUE,hybrid,TRUE
10.1126/science.adn3780,hW4400770295,article,2024-07-18,TRUE,hybrid,TRUE
10.1126/science.adp2328,hW4401416829,article,2024-08-08,FALSE,closed,FALSE
10.1126/science.adn2779,hW4404125093,article,2024-11-07,FALSE,closed,FALSE
10.1126/science.adl4237,hW4405056347,article,2024-12-05,TRUE,hybrid,TRUE
10.1126/science.abh3754,hW3178173593,article,2021-07-09,FALSE,closed,FALSE
10.1126/science.abk1312,hW3184991058,letter,2021-07-22,FALSE,closed,FALSE
10.1126/science.abg6539,hW3187402719,review,2021-08-12,FALSE,closed,FALSE
10.1126/science.abe5753,hW3188968108,article,2021-08-05,TRUE,green,TRUE
10.1126/science.abf2911,hW3202201721,article,2021-09-30,TRUE,green,TRUE
10.1126/science.abe8526,hW3214371786,article,2021-11-18,TRUE,green,TRUE
10.1126/science.abk0410,hW4200390305,article,2021-12-09,TRUE,green,TRUE
10.1126/science.abl5584,hW4220662268,article,2022-03-31,TRUE,green,TRUE
10.1126/science.abd7213,hW4280509030,article,2022-05-19,TRUE,green,TRUE
